entry,state,position,recency,name,title,workRemoteAllowed,dashEntityUrn
0,California,data scientist,5/1/22,Zillow,Software Developer,TRUE,urn:li:fsd_jobPosting:3010225380
15,California,data scientist,5/1/23,Mozilla,Software Engineer,TRUE,urn:li:fsd_jobPosting:2901237351
24,California,data scientist,5/1/24,MZ,"Software Engineer, Unity Framework",FALSE,urn:li:fsd_jobPosting:2729668012
36,California,data scientist,5/1/25,Dice,Sitecore Developer - 100% Remote - Perm,TRUE,urn:li:fsd_jobPosting:3042152220
93,California,data scientist,5/1/26,Yahoo,Search Frontend Software Developer,TRUE,urn:li:fsd_jobPosting:3014528084
219,California,data scientist,5/1/27,Feedzai,Data Scientist,TRUE,urn:li:fsd_jobPosting:2847434546
222,California,data scientist,5/1/28,Yahoo,Software Engineer: Full stack,TRUE,urn:li:fsd_jobPosting:3014525293
348,California,data scientist,5/1/29,Iterative Scopes,Data Scientist,FALSE,urn:li:fsd_jobPosting:2931502679
351,California,data scientist,5/1/30,Albertsons Companies,Data Scientist,FALSE,urn:li:fsd_jobPosting:2967864934
361,California,data scientist,5/1/31,SMX,Data Scientist (1248),TRUE,urn:li:fsd_jobPosting:3017026692
382,California,data scientist,5/1/32,Piper Companies,100% Remote Electronic Case Reporting Lead,TRUE,urn:li:fsd_jobPosting:3049190382
409,California,data scientist,5/1/33,MZ,"Software Engineer, Tools & Infrastructure",FALSE,urn:li:fsd_jobPosting:2729668011
421,California,data scientist,5/1/34,Yahoo,Software Dev Engineer I,TRUE,urn:li:fsd_jobPosting:3014525406
547,California,data scientist,5/1/35,Yahoo,Software Engineer,TRUE,urn:li:fsd_jobPosting:3014523227
673,California,data scientist,5/1/36,U.S. Bank,Data Analytics Solution Engineer,TRUE,urn:li:fsd_jobPosting:3040277897
688,California,data scientist,5/1/37,MZ,"Software Engineer, Unity Framework",FALSE,urn:li:fsd_jobPosting:2729663773
700,California,data scientist,5/1/38,The Guitar Center Company,"Data Scientist I, College Hire",FALSE,urn:li:fsd_jobPosting:3010257249
706,California,data scientist,5/1/39,Meet,Bioinformatics Data Scientist (Product Development),FALSE,urn:li:fsd_jobPosting:3050145539
708,California,data scientist,5/1/40,Blackbaud,Marketing Data Scientist,TRUE,urn:li:fsd_jobPosting:2937915210
724,California,data scientist,5/1/41,ChromoLogic LLC,Bioinformatics/Data Scientist,FALSE,urn:li:fsd_jobPosting:3055226106
725,California,data scientist,5/1/42,Yahoo,Software Engineer - TLS,TRUE,urn:li:fsd_jobPosting:3014527020
851,California,data scientist,5/1/43,G2,Software Engineer (Labs),TRUE,urn:li:fsd_jobPosting:2850462528
860,California,data scientist,5/1/44,Dice,PYTHON- DATA ENGINEER,TRUE,urn:li:fsd_jobPosting:3046638148
917,California,data scientist,5/1/45,MZ,"Software Engineer, Tools & Infrastructure",FALSE,urn:li:fsd_jobPosting:2729663774
929,California,data scientist,5/1/46,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931083157
1022,California,data scientist,5/1/47,Embark Trucks,Software Engineer - Data Science,FALSE,urn:li:fsd_jobPosting:3053788638
1024,California,data scientist,5/1/48,Demetrix,Software Engineer,FALSE,urn:li:fsd_jobPosting:3015052785
1027,California,data scientist,5/1/49,Yahoo,"Data Scientist II, Product Analytics & Experimentation",TRUE,urn:li:fsd_jobPosting:3014524375
1153,California,data scientist,5/1/50,Zignal Labs,Data Scientist,TRUE,urn:li:fsd_jobPosting:2968409889
1156,California,data scientist,5/1/51,Evernote,"Data Scientist, Product Analytics",FALSE,urn:li:fsd_jobPosting:3055245548
1157,California,data scientist,5/1/52,Dice,Software Development Engineer,FALSE,urn:li:fsd_jobPosting:3042365922
1214,California,data scientist,5/1/53,IrisAgent,Machine Learning Engineer,FALSE,urn:li:fsd_jobPosting:3044002158
1215,California,data scientist,5/1/54,Jumio Corporation,"Data Scientist, Business Intelligence",FALSE,urn:li:fsd_jobPosting:3016329074
1221,California,data scientist,5/1/55,Zippin,"Software Engineer, Machine Learning",TRUE,urn:li:fsd_jobPosting:3049817713
1227,California,data scientist,5/1/56,Aurora,Software Engineer - Deep Learning Acceleration,FALSE,urn:li:fsd_jobPosting:2814467146
1230,California,data scientist,5/1/57,Meet,Proteomics Data Scientist,FALSE,urn:li:fsd_jobPosting:3050147416
1232,California,data scientist,5/1/58,bld.ai,Software Engineer,TRUE,urn:li:fsd_jobPosting:3053780895
1238,California,data scientist,5/1/59,Personal Capital,Software Engineer,TRUE,urn:li:fsd_jobPosting:3035007293
1241,California,data scientist,5/1/60,Shipt,Principal Data Scientist - Pricing,FALSE,urn:li:fsd_jobPosting:3049829264
1242,California,data scientist,5/1/61,U.S. Bank,"Software Engineer - Technical Writer - Minneapolis, MN or Remote",TRUE,urn:li:fsd_jobPosting:3041720006
1257,California,data scientist,5/1/62,Albertsons Companies,"Software Engineer, Health Platform API",FALSE,urn:li:fsd_jobPosting:3010295999
1267,California,data scientist,5/1/63,Albertsons Companies,"Software Engineer, Health Platform API",FALSE,urn:li:fsd_jobPosting:3010297765
1277,California,data scientist,5/1/64,Dice,"Software Engineer, Machine Learning, 100% Remote",TRUE,urn:li:fsd_jobPosting:3046925427
1334,California,data scientist,5/1/65,Daniels Health,Software Developer,TRUE,urn:li:fsd_jobPosting:3010670284
1340,California,data scientist,5/1/66,Yahoo,Software Dev Engineer,TRUE,urn:li:fsd_jobPosting:3014529015
1466,California,data scientist,5/1/67,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931084103
1559,California,data scientist,5/1/68,Flock Freight,Data Scientist,FALSE,urn:li:fsd_jobPosting:2968432895
1563,California,data scientist,5/1/69,Earli Inc.,Data Scientist,FALSE,urn:li:fsd_jobPosting:3014890011
1566,California,data scientist,5/1/70,Yahoo,Software Dev Engineer,TRUE,urn:li:fsd_jobPosting:3014524128
1692,California,data scientist,5/1/71,Tempo Automation,Full-Stack Software Engineer,TRUE,urn:li:fsd_jobPosting:2930269939
1701,California,data scientist,5/1/72,CyberCoders,REMOTE Data Engineer - Spark/Scala,TRUE,urn:li:fsd_jobPosting:3052569801
1709,California,data scientist,5/1/73,Infosys,ServiceNow Rapidflow App Developer,TRUE,urn:li:fsd_jobPosting:2992981579
1727,California,data scientist,5/1/74,Lacework,Software Engineer,TRUE,urn:li:fsd_jobPosting:2928880260
1736,California,data scientist,5/1/75,Synopsys Inc,Machine Learning R&D Product Engineer,FALSE,urn:li:fsd_jobPosting:2814480851
1737,California,data scientist,5/1/76,Dice,"Big Data Engineer (SQL, Data Warehousing, Spark, Python, Cloud Technologies, cloud data platform, Google Cloud Platform, Azure, AWS) 100% Remote",TRUE,urn:li:fsd_jobPosting:3045571009
1794,California,data scientist,5/1/77,"New Relic, Inc.",Full-Stack Software Engineer II - Error Tracking - Remote,TRUE,urn:li:fsd_jobPosting:2929538640
1809,California,data scientist,5/1/78,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931081462
1902,California,data scientist,5/1/79,Protocol Labs,"Software Engineer, IPLD",TRUE,urn:li:fsd_jobPosting:2967858765
1911,California,data scientist,5/1/80,GroupM,Software Engineer,FALSE,urn:li:fsd_jobPosting:2933438328
1914,California,data scientist,5/1/81,Actalent,Software Developer II,FALSE,urn:li:fsd_jobPosting:3055719348
1963,California,data scientist,5/1/82,Infosys,ServiceNow App Developer,TRUE,urn:li:fsd_jobPosting:2992978871
1981,California,data scientist,5/1/83,Rapid7,Software Engineer II - InsightIDR,TRUE,urn:li:fsd_jobPosting:2971504460
1991,California,data scientist,5/1/84,CNH Industrial,Integration Software Engineer,TRUE,urn:li:fsd_jobPosting:3015037489
2000,California,data scientist,5/1/85,WeaveGrid,Software Engineer - Front End,TRUE,urn:li:fsd_jobPosting:2968421278
2009,California,data scientist,5/1/86,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931081457
2102,California,data scientist,5/1/87,CalAmp,Software Engineer I - Microservices,FALSE,urn:li:fsd_jobPosting:2968414825
2105,California,data scientist,5/1/88,Fivetran,Software Engineer II- Platform Security,FALSE,urn:li:fsd_jobPosting:2929515750
2108,California,data scientist,5/1/89,Foursquare,Software Engineer- Consumer,FALSE,urn:li:fsd_jobPosting:3016776100
2111,California,data scientist,5/1/90,"New Relic, Inc.",Full-Stack Software Engineer II - Error Tracking - Remote,TRUE,urn:li:fsd_jobPosting:2929541181
2126,California,data scientist,5/1/91,Snapsheet Inc,Remote Software Engineer,TRUE,urn:li:fsd_jobPosting:3016194353
2135,California,data scientist,5/1/92,SpotOn,Full Stack Software Engineer (Restaurant/POS),FALSE,urn:li:fsd_jobPosting:3016756432
2141,California,data scientist,5/1/93,TruePlan.io,Software Engineer - Back End,TRUE,urn:li:fsd_jobPosting:2876836639
2150,California,data scientist,5/1/94,Google,"Web Solutions Engineer, Machine Learning, Support Systems, YouTube",FALSE,urn:li:fsd_jobPosting:2928855446
2165,California,data scientist,5/1/95,Shamrock Trading Corporation,Remote Software Developer,TRUE,urn:li:fsd_jobPosting:2763717465
2171,California,data scientist,5/1/96,Open Robotics,Software Engineer: Robotics (All Levels),FALSE,urn:li:fsd_jobPosting:3003440808
2174,California,data scientist,5/1/97,F5,Software Engineer I,FALSE,urn:li:fsd_jobPosting:3010671091
2177,California,data scientist,5/1/98,Yahoo,Software Dev Engineer (Cloud Platform Engineering),TRUE,urn:li:fsd_jobPosting:3014525271
2303,California,data scientist,5/1/99,Yahoo,Software Dev Engineer II,TRUE,urn:li:fsd_jobPosting:3014518979
2429,California,data scientist,5/1/00,Juniper Networks,Software Engineer 2 - Platform BringUp,FALSE,urn:li:fsd_jobPosting:2888774331
2432,California,data scientist,5/1/01,Rippling,Software Engineer - Hub Platform,FALSE,urn:li:fsd_jobPosting:2967894965
2435,California,data scientist,5/1/02,LeanTaaS,"Backend Software Engineer, Python (US Remote)",TRUE,urn:li:fsd_jobPosting:3043187355
2438,California,data scientist,5/1/03,"New Relic, Inc.",Full-Stack Software Engineer II - Error Tracking - Remote,TRUE,urn:li:fsd_jobPosting:2929535911
2453,California,data scientist,5/1/04,Navy Federal Credit Union,Production Support Engineer (Near Real-Time Data),TRUE,urn:li:fsd_jobPosting:3015410456
2465,California,data scientist,5/1/05,Ambry Genetics,Software Engineer I,FALSE,urn:li:fsd_jobPosting:3010641106
2471,California,data scientist,5/1/06,Dice,"Need ServiceNow ITOM Developer, Remote - Long Term",TRUE,urn:li:fsd_jobPosting:3042366072
2528,California,data scientist,5/1/07,Infosys,ServiceNow APP Developer,TRUE,urn:li:fsd_jobPosting:3015335019
2546,California,data scientist,5/1/08,Ambry Genetics,Software Engineer II,FALSE,urn:li:fsd_jobPosting:3010635918
2552,California,data scientist,5/1/09,Circle,Software Engineer,TRUE,urn:li:fsd_jobPosting:2876822300
2564,California,data scientist,5/1/10,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931079798
2657,California,data scientist,5/1/11,TigerGraph,Software Engineer _ multi-tenancy for SaaS system,FALSE,urn:li:fsd_jobPosting:3010626405
2660,California,data scientist,5/1/12,Dremio,Software Engineer - SQL Profiler,TRUE,urn:li:fsd_jobPosting:3017010900
2669,California,data scientist,5/1/13,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931078946
2762,California,data scientist,5/1/14,Inovalon,Software Engineer,TRUE,urn:li:fsd_jobPosting:3015001782
2771,California,data scientist,5/1/15,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931083175
2864,California,data scientist,5/1/16,Brex,"Software Engineer, Metrics Platform (Remote)",TRUE,urn:li:fsd_jobPosting:2532289977
2873,California,data scientist,5/1/17,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931083174
2966,California,data scientist,5/1/18,Eikon Therapeutics,"Software Engineer II, Applied ML (Image Processing)",FALSE,urn:li:fsd_jobPosting:2905625278
2969,California,data scientist,5/1/19,Relativity Space,Software Engineer _ Generalist,FALSE,urn:li:fsd_jobPosting:2968417238
2972,California,data scientist,5/1/20,Narvar,"Software Engineer, Data",TRUE,urn:li:fsd_jobPosting:2968442164
2981,California,data scientist,5/1/21,Automobile Club of Southern California,Data Engineer - Administrator (Cloud) - Remote,TRUE,urn:li:fsd_jobPosting:3027879124
2984,California,data scientist,5/1/22,Cradlepoint,Software Engineer - Networking,TRUE,urn:li:fsd_jobPosting:2903041061
2987,California,data scientist,5/1/23,SMX,Data Engineer (1247),TRUE,urn:li:fsd_jobPosting:3017025688
3008,California,data scientist,5/1/24,The Mom Project,Data Engineer Manager (100% Remote),TRUE,urn:li:fsd_jobPosting:3015466032
3020,California,data scientist,5/1/25,CyberCoders,"Scientist, Editing Outcomes/Genotoxicity",FALSE,urn:li:fsd_jobPosting:3052571401
3028,California,data scientist,5/1/26,Expedia Group,User Experience Researcher III,FALSE,urn:li:fsd_jobPosting:2963377001
3029,California,data scientist,5/1/27,Big Cloud,Data Engineer,TRUE,urn:li:fsd_jobPosting:3038767619
3031,California,data scientist,5/1/28,Teach For America,Data Engineer >,TRUE,urn:li:fsd_jobPosting:3055259842
3037,California,data scientist,5/1/29,Yahoo,Data Engineer II,TRUE,urn:li:fsd_jobPosting:3014530053
3163,California,data scientist,5/1/30,Emburse,Digital Transformation Analytics & Data Science Director,TRUE,urn:li:fsd_jobPosting:3016705569
3166,California,data scientist,5/1/31,,Postdoctoral Researcher,FALSE,urn:li:fsd_jobPosting:3049829441
3167,California,data scientist,5/1/32,WEX,Data Engineer,TRUE,urn:li:fsd_jobPosting:3055224527
3173,California,data scientist,5/1/33,CDW,Network Engineer - Delivery Software Defined Infrastructure - Digital Velocity Solutions,TRUE,urn:li:fsd_jobPosting:3016757322
3182,California,data scientist,5/1/34,Archer,"Data Engineer, Data Processing & Infrastructure",FALSE,urn:li:fsd_jobPosting:2874988993
3186,California,data scientist,5/1/35,Verana Health,Data Engineer,TRUE,urn:li:fsd_jobPosting:2758281638
3197,California,data scientist,5/1/36,Booz Allen Hamilton,"Software Security Engineer, Mid",FALSE,urn:li:fsd_jobPosting:2933133246
3200,California,data scientist,5/1/37,Addepar,Data Engineer - Enterprise Analytics,TRUE,urn:li:fsd_jobPosting:2978527564
3209,California,data scientist,5/1/38,Sequoia Consulting Group,Data Engineer,FALSE,urn:li:fsd_jobPosting:2974427060
3213,California,data scientist,5/1/39,SmileDirectClub,Data Analyst,TRUE,urn:li:fsd_jobPosting:2937861036
3222,California,data scientist,5/1/40,Actalent,Data Engineer,FALSE,urn:li:fsd_jobPosting:3055709525
3271,California,data scientist,5/1/41,Avantus Federal,Data Engineer,FALSE,urn:li:fsd_jobPosting:2903034879
3274,California,data scientist,5/1/42,Natera,Lab Technician,FALSE,urn:li:fsd_jobPosting:3011075788
3275,California,data scientist,5/1/43,Addepar,Data Engineer - Enterprise Analytics,TRUE,urn:li:fsd_jobPosting:2978528482
3284,California,data scientist,5/1/44,The Guitar Center Company,"Data innovation: Data Engineer, College Hire",FALSE,urn:li:fsd_jobPosting:3010253716
3290,California,data scientist,5/1/45,Google,"Enterprise Customer Engineer, Data Management, Google Cloud",FALSE,urn:li:fsd_jobPosting:3010601656
3305,California,data scientist,5/1/46,Innominds,Big Data Engineer Local to Palo Alto CA,FALSE,urn:li:fsd_jobPosting:3053075680
3307,California,data scientist,5/1/47,Yahoo,Data and Reporting Engineer,TRUE,urn:li:fsd_jobPosting:3014525341
3433,California,data scientist,5/1/48,Internet Brands,Data Analyst,FALSE,urn:li:fsd_jobPosting:2931034298
3439,California,data scientist,5/1/49,Dice,Data Analyst,FALSE,urn:li:fsd_jobPosting:3042149428
3496,California,data scientist,5/1/50,Internet Brands,Data Analyst,FALSE,urn:li:fsd_jobPosting:3010298650
3502,California,data scientist,5/1/51,Curology,Data Analyst (Growth),FALSE,urn:li:fsd_jobPosting:2967853888
3505,California,data scientist,5/1/52,Addepar,Data Engineer - Enterprise Analytics,TRUE,urn:li:fsd_jobPosting:2978523905
3514,California,data scientist,5/1/53,Vindex,Software Engineer - Data Pipelines,TRUE,urn:li:fsd_jobPosting:2998899937
3523,California,data scientist,5/1/54,Future,Data Engineer,TRUE,urn:li:fsd_jobPosting:3010627139
3532,California,data scientist,5/1/55,SpiceOrb,Azure Data Engineer,FALSE,urn:li:fsd_jobPosting:3055480591
3534,California,data scientist,5/1/56,CyberCoders,"Clinical Laboratory Scientist - CLIA, Immunology, Molecular Bio",FALSE,urn:li:fsd_jobPosting:3052573477
3542,California,data scientist,5/1/57,Walmart,"Analyst II, Data Analytics",FALSE,urn:li:fsd_jobPosting:2932706521
3545,California,data scientist,5/1/58,Google,"Enterprise Customer Engineer, Data Management, Google Cloud",FALSE,urn:li:fsd_jobPosting:3010602618
3560,California,data scientist,5/1/59,Lawrence Livermore National Laboratory,Tokamak Edge Modeling and Comparison with Experimental Data - Postdoctoral Researcher,FALSE,urn:li:fsd_jobPosting:3034353276
3561,Pennsylvania,data scientist,5/1/60,Zillow,Software Developer,TRUE,urn:li:fsd_jobPosting:3010225380
3576,Pennsylvania,data scientist,5/1/61,Tempo Automation,Full-Stack Software Engineer,TRUE,urn:li:fsd_jobPosting:2930269939
3585,Pennsylvania,data scientist,5/1/62,Mozilla,Software Engineer,TRUE,urn:li:fsd_jobPosting:2901237351
3594,Pennsylvania,data scientist,5/1/63,Dice,Sitecore Developer - 100% Remote - Perm,TRUE,urn:li:fsd_jobPosting:3042152220
3651,Pennsylvania,data scientist,5/1/64,Yahoo,Search Frontend Software Developer,TRUE,urn:li:fsd_jobPosting:3014528084
3777,Pennsylvania,data scientist,5/1/65,Lacework,Software Engineer,TRUE,urn:li:fsd_jobPosting:2928880260
3786,Pennsylvania,data scientist,5/1/66,Yahoo,Software Engineer: Full stack,TRUE,urn:li:fsd_jobPosting:3014525293
3912,Pennsylvania,data scientist,5/1/67,Dice,"Big Data Engineer (SQL, Data Warehousing, Spark, Python, Cloud Technologies, cloud data platform, Google Cloud Platform, Azure, AWS) 100% Remote",TRUE,urn:li:fsd_jobPosting:3045571009
3969,Pennsylvania,data scientist,5/1/68,SMX,Data Scientist (1248),TRUE,urn:li:fsd_jobPosting:3017026692
3990,Pennsylvania,data scientist,5/1/69,Piper Companies,100% Remote Electronic Case Reporting Lead,TRUE,urn:li:fsd_jobPosting:3049190382
4017,Pennsylvania,data scientist,5/1/70,Yahoo,Software Dev Engineer I,TRUE,urn:li:fsd_jobPosting:3014525406
4143,Pennsylvania,data scientist,5/1/71,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931081462
4236,Pennsylvania,data scientist,5/1/72,Protocol Labs,"Software Engineer, IPLD",TRUE,urn:li:fsd_jobPosting:2967858765
4245,Pennsylvania,data scientist,5/1/73,Yahoo,Software Engineer,TRUE,urn:li:fsd_jobPosting:3014523227
4371,Pennsylvania,data scientist,5/1/74,U.S. Bank,Data Analytics Solution Engineer,TRUE,urn:li:fsd_jobPosting:3040277897
4386,Pennsylvania,data scientist,5/1/75,Yahoo,Software Engineer - TLS,TRUE,urn:li:fsd_jobPosting:3014527020
4512,Pennsylvania,data scientist,5/1/76,G2,Software Engineer (Labs),TRUE,urn:li:fsd_jobPosting:2850462528
4521,Pennsylvania,data scientist,5/1/77,Rapid7,Software Engineer II - InsightIDR,TRUE,urn:li:fsd_jobPosting:2971504460
4531,Pennsylvania,data scientist,5/1/78,CNH Industrial,Integration Software Engineer,TRUE,urn:li:fsd_jobPosting:3015037489
4540,Pennsylvania,data scientist,5/1/79,"New Relic, Inc.",Full-Stack Software Engineer II - Error Tracking - Remote,TRUE,urn:li:fsd_jobPosting:2929539462
4555,Pennsylvania,data scientist,5/1/80,WeaveGrid,Software Engineer - Front End,TRUE,urn:li:fsd_jobPosting:2968421278
4564,Pennsylvania,data scientist,5/1/81,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931081457
4657,Pennsylvania,data scientist,5/1/82,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931083157
4750,Pennsylvania,data scientist,5/1/83,The Judge Group,Software Development Engineer,FALSE,urn:li:fsd_jobPosting:3011273347
4753,Pennsylvania,data scientist,5/1/84,Snapsheet Inc,Remote Software Engineer,TRUE,urn:li:fsd_jobPosting:3016194353
4762,Pennsylvania,data scientist,5/1/85,TruePlan.io,Software Engineer - Back End,TRUE,urn:li:fsd_jobPosting:2876836639
4771,Pennsylvania,data scientist,5/1/86,Shamrock Trading Corporation,Remote Software Developer,TRUE,urn:li:fsd_jobPosting:2763717465
4777,Pennsylvania,data scientist,5/1/87,Yahoo,Software Dev Engineer (Cloud Platform Engineering),TRUE,urn:li:fsd_jobPosting:3014525271
4903,Pennsylvania,data scientist,5/1/88,Yahoo,Software Dev Engineer II,TRUE,urn:li:fsd_jobPosting:3014518979
5029,Pennsylvania,data scientist,5/1/89,"OpenArc, LLC.",Data Integration Engineer,FALSE,urn:li:fsd_jobPosting:3055432321
5031,Pennsylvania,data scientist,5/1/90,Yahoo,"Data Scientist II, Product Analytics & Experimentation",TRUE,urn:li:fsd_jobPosting:3014524375
5157,Pennsylvania,data scientist,5/1/91,Impact Consulting Solutions Inc.,Intermediate Programmer Data Engineer,FALSE,urn:li:fsd_jobPosting:3055434140
5159,Pennsylvania,data scientist,5/1/92,Zippin,"Software Engineer, Machine Learning",TRUE,urn:li:fsd_jobPosting:3049817713
5165,Pennsylvania,data scientist,5/1/93,bld.ai,Software Engineer,TRUE,urn:li:fsd_jobPosting:3053780895
5171,Pennsylvania,data scientist,5/1/94,Dice,"Need ServiceNow ITOM Developer, Remote - Long Term",TRUE,urn:li:fsd_jobPosting:3042366072
5228,Pennsylvania,data scientist,5/1/95,Blackbaud,Marketing Data Scientist,TRUE,urn:li:fsd_jobPosting:2937915196
5244,Pennsylvania,data scientist,5/1/96,U.S. Bank,"Software Engineer - Technical Writer - Minneapolis, MN or Remote",TRUE,urn:li:fsd_jobPosting:3041720006
5259,Pennsylvania,data scientist,5/1/97,Dice,"Software Engineer, Machine Learning, 100% Remote",TRUE,urn:li:fsd_jobPosting:3046925427
5316,Pennsylvania,data scientist,5/1/98,Daniels Health,Software Developer,TRUE,urn:li:fsd_jobPosting:3010670284
5322,Pennsylvania,data scientist,5/1/99,Yahoo,Software Dev Engineer,TRUE,urn:li:fsd_jobPosting:3014529015
5448,Pennsylvania,data scientist,5/1/00,Circle,Software Engineer,TRUE,urn:li:fsd_jobPosting:2876822221
5460,Pennsylvania,data scientist,5/1/01,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931084103
5553,Pennsylvania,data scientist,5/1/02,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931079798
5646,Pennsylvania,data scientist,5/1/03,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931078946
5739,Pennsylvania,data scientist,5/1/04,Inovalon,Software Engineer,TRUE,urn:li:fsd_jobPosting:3015001782
5748,Pennsylvania,data scientist,5/1/05,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931083175
5841,Pennsylvania,data scientist,5/1/06,Brex,"Software Engineer, Metrics Platform (Remote)",TRUE,urn:li:fsd_jobPosting:2532289977
5850,Pennsylvania,data scientist,5/1/07,Newsela,"Software Engineer, Interactive Content",TRUE,urn:li:fsd_jobPosting:2931083174
5943,Pennsylvania,data scientist,5/1/08,Yahoo,Software Dev Engineer,TRUE,urn:li:fsd_jobPosting:3014524128
6069,Pennsylvania,data scientist,5/1/09,Infosys,ServiceNow Rapidflow App Developer,TRUE,urn:li:fsd_jobPosting:2992981579
6087,Pennsylvania,data scientist,5/1/10,Narvar,"Software Engineer, Data",TRUE,urn:li:fsd_jobPosting:2968442164
6096,Pennsylvania,data scientist,5/1/11,SmileDirectClub,Data Analyst,TRUE,urn:li:fsd_jobPosting:2937861036
6105,Pennsylvania,data scientist,5/1/12,SMX,Data Engineer (1247),TRUE,urn:li:fsd_jobPosting:3017025688
6126,Pennsylvania,data scientist,5/1/13,Yahoo,Data and Reporting Engineer,TRUE,urn:li:fsd_jobPosting:3014525341
6252,Pennsylvania,data scientist,5/1/14,The Mom Project,Data Engineer Manager (100% Remote),TRUE,urn:li:fsd_jobPosting:3015466032
6264,Pennsylvania,data scientist,5/1/15,Navy Federal Credit Union,Production Support Engineer (Near Real-Time Data),TRUE,urn:li:fsd_jobPosting:3015410456
6276,Pennsylvania,data scientist,5/1/16,Teach For America,Data Engineer >,TRUE,urn:li:fsd_jobPosting:3055259842
6282,Pennsylvania,data scientist,5/1/17,Blackbaud,"Data Engineer, Cloud and Big Data",TRUE,urn:li:fsd_jobPosting:2937919334
6298,Pennsylvania,data scientist,5/1/18,Yahoo,Data Engineer II,TRUE,urn:li:fsd_jobPosting:3014530053
6424,Pennsylvania,data scientist,5/1/19,Emburse,Digital Transformation Analytics & Data Science Director,TRUE,urn:li:fsd_jobPosting:3016705569
6427,Pennsylvania,data scientist,5/1/20,Infosys,ServiceNow App Developer,TRUE,urn:li:fsd_jobPosting:2992978871
6445,Pennsylvania,data scientist,5/1/21,Alcoa,Manufacturing Solutions Software Engineer/Ingénieur logiciel en solutions de fabrication (Flexible Location),FALSE,urn:li:fsd_jobPosting:3010642211
6451,Pennsylvania,data scientist,5/1/22,WEX,Data Engineer,TRUE,urn:li:fsd_jobPosting:3055224527
6457,Pennsylvania,data scientist,5/1/23,Vindex,Software Engineer - Data Pipelines,TRUE,urn:li:fsd_jobPosting:2998899937
6466,Pennsylvania,data scientist,5/1/24,Alcoa,Data Governance Analyst/ Analyste de la Gouvernance des Données,FALSE,urn:li:fsd_jobPosting:3010642254
6472,Pennsylvania,data scientist,5/1/25,Infosys,ServiceNow APP Developer,TRUE,urn:li:fsd_jobPosting:3015335019
6490,Pennsylvania,data scientist,5/1/26,Blackbaud,Data Engineer,TRUE,urn:li:fsd_jobPosting:2937905887
6506,Pennsylvania,data scientist,5/1/27,CDW,Network Engineer - Delivery Software Defined Infrastructure - Digital Velocity Solutions,TRUE,urn:li:fsd_jobPosting:3016757322
6515,Pennsylvania,data scientist,5/1/28,Future,Data Engineer,TRUE,urn:li:fsd_jobPosting:3010627139
6524,Pennsylvania,data scientist,5/1/29,Dremio,Software Engineer - SQL Profiler,TRUE,urn:li:fsd_jobPosting:3017010900
6533,Pennsylvania,data scientist,5/1/30,Verana Health,Data Engineer,TRUE,urn:li:fsd_jobPosting:2758281638
6544,Florida,data scientist,5/1/31,Zillow,Software Developer,TRUE,urn:li:fsd_jobPosting:3010225380
6559,Florida,data scientist,5/1/32,Tempo Automation,Full-Stack Software Engineer,TRUE,urn:li:fsd_jobPosting:2930269939
6568,Florida,data scientist,5/1/33,Chewy,Data Scientist - Supply Chain,FALSE,urn:li:fsd_jobPosting:2850650449
6572,Florida,data scientist,5/1/34,Mozilla,Software Engineer,TRUE,urn:li:fsd_jobPosting:2901237351
6581,Florida,data scientist,5/1/35,Dice,Sitecore Developer - 100% Remote - Perm,TRUE,urn:li:fsd_jobPosting:3042152220
6638,Florida,data scientist,5/1/36,Yahoo,Search Frontend Software Developer,TRUE,urn:li:fsd_jobPosting:3014528084
6764,Florida,data scientist,5/1/37,Lacework,Software Engineer,TRUE,urn:li:fsd_jobPosting:2928880260
6773,Florida,data scientist,5/1/38,Yahoo,Software Engineer: Full stack,TRUE,urn:li:fsd_jobPosting:3014525293
6899,Florida,data scientist,5/1/39,Circle,Software Engineer,TRUE,urn:li:fsd_jobPosting:2876823103
6911,Florida,data scientist,5/1/40,SMX,Data Scientist (1248),TRUE,urn:li:fsd_jobPosting:3017026692
